order_0,order_1,order_2,order_3,order_4,order_5,order_6,order_7,order_8,order_9
70839,14677,18706,15251,11676,NA,NA,NA,NA,NA
70839,14677,18783,13106,11522,56752,NA,NA,NA,NA
70839,14677,104110,18746,13806,12183,NA,NA,NA,NA
70839,14677,104110,18605,72157,NA,NA,NA,NA,NA
70839,14677,18706,15251,15275,319625,72141,NA,NA,NA
70839,14677,104110,18747,19013,74147,270076,78920,NA,NA
70839,14677,18706,56484,20655,66925,NA,NA,NA,NA
70839,14677,18706,56484,20655,66945,NA,NA,NA,NA
70839,14677,104110,18605,66681,19139,NA,NA,NA,NA
70839,14677,18706,56717,19016,14625,11677,NA,NA,NA
70839,14677,18706,56717,19016,14625,11997,NA,NA,NA
70839,14677,18706,56717,19016,14625,14187,NA,NA,NA
70839,14677,18706,56717,19016,14625,67861,NA,NA,NA
70839,14677,18706,56717,19016,14625,11677,20322,67880,NA
70839,14677,18783,13106,394436,NA,NA,NA,NA,NA
70839,14677,18783,13106,13849,71755,NA,NA,NA,NA
70839,14677,18706,56717,19016,14625,11677,20322,NA,NA
70839,14677,18706,56717,19016,14625,11677,20322,16548,NA
70839,14677,26413,22059,319801,NA,NA,NA,NA,NA
70839,14677,104110,18747,18639,110119,NA,NA,NA,NA
70839,14677,18706,15251,15275,29858,331026,218138,22122,NA
70839,14677,18706,15251,15275,226413,53418,NA,NA,NA
70839,14677,18795,114663,56727,NA,NA,NA,NA,NA
70839,14677,18783,13106,100559,22235,NA,NA,NA,NA
70839,14677,18706,18762,20787,14104,NA,NA,NA,NA
70839,14677,18706,18762,20787,14104,26922,99035,NA,NA
70839,14677,104110,18747,13074,14979,71147,NA,NA,NA
70839,14677,104110,18747,19013,14081,NA,NA,NA,NA
70839,14677,100503710,105787,107476,257633,NA,NA,NA,NA
70839,14677,18706,18762,20787,14104,26922,NA,NA,NA
70839,14677,18706,18762,20787,14104,234309,NA,NA,NA
70839,14677,18706,18762,20787,14104,26922,19063,NA,NA
70839,14677,18706,18762,20787,14104,26922,54397,NA,NA
70839,14677,18783,13106,100041375,56348,66775,NA,NA,NA
70839,14677,18783,13106,100041375,56348,70757,NA,NA,NA
70839,14677,26413,13982,19015,11363,NA,NA,NA,NA
70839,14677,104110,18747,19013,74147,270076,NA,NA,NA
70839,14677,104110,18747,15490,74754,13360,235293,NA,NA
70839,14677,104110,18747,15490,66234,18194,NA,NA,NA
70839,14677,104110,18747,15490,66234,NA,NA,NA,NA
70839,14677,18706,56717,14245,12613,NA,NA,NA,NA
70839,14677,18706,56717,19016,104086,NA,NA,NA,NA
70839,14677,104110,18747,19013,20280,26459,17117,NA,NA
70839,14677,104110,18747,19013,20280,12012,170789,NA,NA
70839,14677,18706,56484,16598,18104,69568,NA,NA,NA
70839,14677,104110,18747,100043456,20905,56448,NA,NA,NA
70839,14677,104110,18747,13074,57357,NA,NA,NA,NA
70839,14677,104110,12495,20135,NA,NA,NA,NA,NA
70839,14677,104110,18573,15452,22436,NA,NA,NA,NA
70839,14677,104110,18573,11564,108147,14450,67054,NA,NA
70839,14677,11514,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,171567,NA,NA,NA,NA,NA,NA
70839,14677,104110,18102,NA,NA,NA,NA,NA,NA
70839,14677,104110,18573,107569,NA,NA,NA,NA,NA
70839,14677,104110,18573,50773,NA,NA,NA,NA,NA
70839,14677,104110,18573,76952,NA,NA,NA,NA,NA
70839,14677,104110,18573,103850,667034,NA,NA,NA,NA
70839,14677,104110,12495,73532,105446,NA,NA,NA,NA
70839,14677,104110,12495,23917,NA,NA,NA,NA,NA
70839,14677,104110,18573,67464,NA,NA,NA,NA,NA
70839,14677,104110,18746,14923,NA,NA,NA,NA,NA
70839,14677,104110,18573,15452,22436,22262,NA,NA,NA
70839,14677,104110,18573,15452,22436,22262,76974,NA,NA
70839,14677,18706,15251,230899,18160,NA,NA,NA,NA
70839,14677,104110,18746,14923,27369,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,NA,NA,NA,NA,NA
70839,14677,104110,18605,18584,NA,NA,NA,NA,NA
70839,14677,104110,18605,238871,NA,NA,NA,NA,NA
70839,14677,104110,12495,66588,NA,NA,NA,NA,NA
70839,14677,104110,171567,51797,NA,NA,NA,NA,NA
70839,14677,104110,171567,55936,NA,NA,NA,NA,NA
70839,14677,104110,12495,68556,NA,NA,NA,NA,NA
70839,14677,104110,12495,80914,NA,NA,NA,NA,NA
70839,14677,104110,171567,66422,NA,NA,NA,NA,NA
70839,14677,104110,18573,103850,320685,NA,NA,NA,NA
70839,14677,104110,12495,21877,NA,NA,NA,NA,NA
70839,14677,104110,12495,21915,22171,NA,NA,NA,NA
70839,14677,104110,171567,110074,NA,NA,NA,NA,NA
70839,14677,104110,18573,109674,11565,27053,NA,NA,NA
70839,14677,104110,18573,109674,11565,66514,NA,NA,NA
70839,14677,18783,13106,11670,268860,214579,NA,NA,NA
70839,14677,18783,13106,11670,268860,NA,NA,NA,NA
70839,14677,104110,18573,11564,108147,238505,12411,NA,NA
70839,14677,18783,13106,11670,107239,67092,NA,NA,NA
70839,14677,104110,18746,18597,13382,108037,192166,NA,NA
70839,14677,18795,18751,22173,73988,NA,NA,NA,NA
70839,14677,104110,18573,109674,11565,14718,12583,NA,NA
70839,14677,104110,18573,109674,11565,14718,22117,NA,NA
70839,14677,104110,18746,18597,13382,12039,12035,NA,NA
70839,14677,100503710,105787,107476,257633,73724,17850,NA,NA
70839,14677,100503710,105787,107476,257633,73724,NA,NA,NA
70839,14677,104110,18747,19013,113868,110821,NA,NA,NA
70839,14677,26413,20846,71872,NA,NA,NA,NA,NA
70839,14677,104110,18747,110147,73582,107823,NA,NA,NA
70839,14677,104110,18747,110147,73582,226830,NA,NA,NA
70839,14677,104110,18747,110147,73582,239122,NA,NA,NA
70839,14677,104110,18747,110147,73582,64707,NA,NA,NA
70839,14677,18783,13106,11670,107239,NA,NA,NA,NA
70839,14677,18783,13106,11670,268860,66054,NA,NA,NA
70839,14677,18127,242669,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,11670,107239,15186,NA,NA,NA
70839,14677,26413,15978,15930,71562,98256,NA,NA,NA
70839,14677,18783,13106,11670,237940,NA,NA,NA,NA
70839,14677,104110,18573,109674,11565,14718,12583,246277,NA
70839,14677,18127,cpd:C00533,50868,18024,232223,20768,NA,NA
70839,14677,18783,13106,100042295,14598,14854,NA,NA,NA
70839,14677,18783,13106,100042295,14598,14629,110175,75475,NA
70839,14677,18783,13106,100042295,14598,14629,110175,NA,NA
70839,14677,18783,13106,103140,NA,NA,NA,NA,NA
70839,14677,18783,13106,14866,NA,NA,NA,NA,NA
70839,14677,18783,13106,211666,NA,NA,NA,NA,NA
70839,14677,18783,13106,56615,NA,NA,NA,NA,NA
70839,14677,18706,15251,15275,12091,20442,14537,207839,NA
70839,14677,18706,15251,15275,12091,15211,56174,109785,NA
70839,14677,18706,15251,15275,12091,15211,56174,109785,107652
70839,14677,18706,15251,15275,12091,15211,56174,109785,227620
70839,14677,18706,15251,15275,12091,15211,56174,245847,NA
70839,14677,18706,15251,15275,12091,15211,19703,94181,12763
70839,14677,18706,15251,15275,12091,15211,19703,94181,12763
70839,14677,18706,15251,15275,12091,15211,19703,94181,12763
70839,14677,18706,15251,15275,12091,15211,19703,94181,12763
70839,14677,18706,15251,15275,12091,15211,19703,94181,12763
70839,14677,18706,15251,15275,12091,15211,19703,94181,12763
70839,14677,26413,18033,12505,gl:G10505,NA,NA,NA,NA
70839,14677,26413,18033,12505,gl:G10505,gl:G00526,NA,NA,NA
70839,14677,18706,56717,14245,116939,NA,NA,NA,NA
70839,14677,18706,56717,14245,15450,NA,NA,NA,NA
70839,14677,18706,56717,14245,16891,NA,NA,NA,NA
70839,14677,18706,56717,14245,18946,NA,NA,NA,NA
70839,14677,18706,56717,14245,18947,NA,NA,NA,NA
70839,14677,18706,56717,14245,67717,NA,NA,NA,NA
70839,14677,18706,56717,14245,69060,NA,NA,NA,NA
70839,14677,18783,13106,11522,13350,NA,NA,NA,NA
70839,14677,18783,212862,19012,67800,NA,NA,NA,NA
70839,14677,18706,56717,14245,NA,NA,NA,NA,NA
70839,14677,18706,56717,64898,NA,NA,NA,NA,NA
70839,14677,18706,56717,64899,NA,NA,NA,NA,NA
70839,14677,18783,212862,67916,NA,NA,NA,NA,NA
70839,14677,18706,56717,14245,233549,NA,NA,NA,NA
70839,14677,18706,56717,14245,68393,NA,NA,NA,NA
70839,14677,18795,104418,67216,NA,NA,NA,NA,NA
70839,14677,18706,56717,19016,14625,NA,NA,NA,NA
70839,14677,18706,56717,19016,14626,NA,NA,NA,NA
70839,14677,18706,56717,19016,14933,NA,NA,NA,NA
70839,14677,18795,170835,16329,NA,NA,NA,NA,NA
70839,14677,18795,114663,NA,NA,NA,NA,NA,NA
70839,14677,18798,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,18802,NA,NA,NA,NA,NA,NA
70839,14677,18795,74055,NA,NA,NA,NA,NA,NA
70839,14677,18795,240752,NA,NA,NA,NA,NA,NA
70839,14677,18783,99010,27388,NA,NA,NA,NA,NA
70839,14677,18783,99010,19210,NA,NA,NA,NA,NA
70839,14677,18783,99010,NA,NA,NA,NA,NA,NA
70839,14677,18783,225845,NA,NA,NA,NA,NA,NA
70839,14677,211429,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,217480,NA,NA,NA,NA,NA,NA
70839,14677,18795,380921,NA,NA,NA,NA,NA,NA
70839,14677,18795,104418,218121,102247,14571,NA,NA,NA
70839,14677,18706,18805,16816,NA,NA,NA,NA,NA
70839,14677,18783,225845,26394,NA,NA,NA,NA,NA
70839,14677,18783,100066,71519,NA,NA,NA,NA,NA
70839,14677,18783,56473,NA,NA,NA,NA,NA,NA
70839,14677,18127,cpd:C00533,cpd:C16845,20597,67260,NA,NA,NA
70839,14677,26413,20698,241447,433323,20598,NA,NA,NA
70839,14677,18783,212862,19012,230379,NA,NA,NA,NA
70839,14677,18783,212862,19012,11886,74442,NA,NA,NA
70839,14677,18706,15251,15275,226413,53418,54613,NA,NA
70839,14677,18706,15251,15275,226413,53418,53625,NA,NA
70839,14677,18706,15251,15275,226413,53418,72297,NA,NA
70839,14677,18706,15251,15275,12091,20442,20449,NA,NA
70839,14677,18706,15251,15275,226413,53418,231727,NA,NA
70839,14677,18706,15251,15275,226413,53418,14594,NA,NA
70839,14677,18706,15251,15275,226413,53418,102637973,NA,NA
70839,14677,18706,15251,15275,226413,53418,108105,NA,NA
70839,14677,18706,15251,15275,12091,20442,20449,11416,NA
70839,14677,104110,12495,21915,22171,17768,NA,NA,NA
70839,14677,104110,12495,21915,22171,665563,NA,NA,NA
70839,14677,104110,12495,21915,22171,13361,NA,NA,NA
70839,14677,104110,12495,21915,22171,17769,NA,NA,NA
70839,14677,104110,12495,21915,22171,108156,NA,NA,NA
70839,14677,104110,12495,21915,22171,17768,100039707,NA,NA
70839,14677,104110,12495,21915,22171,17768,107885,NA,NA
70839,14677,104110,18746,18597,13382,108037,69606,NA,NA
70839,14677,104110,18746,18597,13382,108037,216188,NA,NA
70839,14677,104110,12495,21915,22171,17768,270685,NA,NA
70839,14677,104110,18605,225994,NA,NA,NA,NA,NA
70839,14677,104110,18747,19013,74147,11409,117147,623661,67164
70839,14677,104110,12495,21915,22171,13361,14287,NA,NA
70839,14677,104110,18747,56486,110886,268566,NA,NA,NA
70839,14677,18783,13106,12408,20751,110391,72562,NA,NA
70839,14677,18783,13106,11522,13350,17252,NA,NA,NA
70839,14677,18783,13106,11522,13350,19682,NA,NA,NA
70839,14677,18783,13106,11522,13350,98711,NA,NA,NA
70839,14677,104110,18747,13074,27400,67442,NA,NA,NA
70839,14677,18783,13106,11522,13350,19892,NA,NA,NA
70839,14677,18783,13106,100041375,13082,77974,NA,NA,NA
70839,14677,18783,13106,100041375,13082,241452,NA,NA,NA
70839,14677,18783,13106,11522,13350,242285,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,319554,NA,NA
70839,14677,26413,20846,16391,58185,110196,320581,NA,NA
70839,14677,100503710,105787,15357,17855,68603,192156,NA,NA
70839,14677,100503710,105787,15357,17855,68603,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,14593,NA,NA
70839,14677,26413,20846,16391,58185,110196,52014,NA,NA
70839,14677,26413,20846,16391,58185,110196,67422,NA,NA
70839,14677,26413,20846,16391,58185,110196,110606,NA,NA
70839,14677,26413,20846,16391,58185,110196,14272,NA,NA
70839,14677,18783,13106,13849,NA,NA,NA,NA,NA
70839,14677,18706,56717,NA,NA,NA,NA,NA,NA
70839,14677,18795,13649,20663,NA,NA,NA,NA,NA
70839,14677,18795,18752,NA,NA,NA,NA,NA,NA
70839,14677,18706,15251,13645,NA,NA,NA,NA,NA
70839,14677,26413,22339,NA,NA,NA,NA,NA,NA
70839,14677,18706,15251,14173,NA,NA,NA,NA,NA
70839,14677,26413,16193,NA,NA,NA,NA,NA,NA
70839,14677,26413,13982,NA,NA,NA,NA,NA,NA
70839,14677,26413,17395,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,11920,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,170722,56009
70839,14677,18706,18762,170930,19386,NA,NA,NA,NA
70839,14677,18706,18762,170930,NA,NA,NA,NA,NA
70839,14677,18706,18762,20610,NA,NA,NA,NA,NA
70839,14677,18706,18762,22218,NA,NA,NA,NA,NA
70839,14677,18706,170758,76884,NA,NA,NA,NA,NA
70839,14677,18706,11651,cpd:C00195,225849,NA,NA,NA,NA
70839,14677,18706,11651,cpd:C00195,235542,NA,NA,NA,NA
70839,14677,26413,15370,20181,cpd:C15493,NA,NA,NA,NA
70839,14677,26413,15370,20181,NA,NA,NA,NA,NA
70839,14677,26413,13982,19015,NA,NA,NA,NA,NA
70839,14677,18706,56717,19016,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,225182,17535,19360,NA,NA
70839,14677,18706,11651,12189,12190,NA,NA,NA,NA
70839,14677,18706,11651,12189,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,225182,NA,NA,NA,NA
70839,14677,18706,11651,12189,233826,NA,NA,NA,NA
70839,14677,18706,11651,12189,237911,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,104806,NA,NA,NA
70839,14677,18706,56717,71718,245000,14087,NA,NA,NA
70839,14677,18706,21833,18128,15205,211651,NA,NA,NA
70839,14677,18706,56717,71718,245000,60534,NA,NA,NA
70839,14677,18706,56717,71718,245000,NA,NA,NA,NA
70839,14677,18706,56717,71718,NA,NA,NA,NA,NA
70839,14677,18706,21833,18128,15205,211651,330554,NA,NA
70839,14677,18706,56717,71718,245000,104806,20892,NA,NA
70839,14677,18706,56717,71718,245000,104806,69928,NA,NA
70839,14677,18706,56717,71718,245000,104806,101831,NA,NA
70839,14677,18706,21833,18128,15205,NA,NA,NA,NA
70839,14677,26413,13982,19401,67603,NA,NA,NA,NA
70839,14677,26413,16000,13836,218397,NA,NA,NA,NA
70839,14677,12288,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,12290,NA,NA,NA,NA,NA
70839,14677,26413,13712,NA,NA,NA,NA,NA,NA
70839,14677,18706,cpd:C00027,26397,NA,NA,NA,NA,NA
70839,14677,18706,56484,13197,NA,NA,NA,NA,NA
70839,14677,26413,16000,14255,20375,12475,NA,NA,NA
70839,14677,26413,16176,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,15482,NA,NA,NA,NA,NA
70839,14677,18706,56484,15511,NA,NA,NA,NA,NA
70839,14677,18795,19057,NA,NA,NA,NA,NA,NA
70839,14677,26413,18018,20807,NA,NA,NA,NA,NA
70839,14677,20779,12929,NA,NA,NA,NA,NA,NA
70839,14677,26413,16000,13836,NA,NA,NA,NA,NA
70839,14677,18706,15251,14254,NA,NA,NA,NA,NA
70839,14677,26413,16000,14255,NA,NA,NA,NA,NA
70839,14677,26413,16000,16590,NA,NA,NA,NA,NA
70839,14677,18795,75600,NA,NA,NA,NA,NA,NA
70839,14677,15461,19730,56044,66482,NA,NA,NA,NA
70839,14677,15461,19765,NA,NA,NA,NA,NA,NA
70839,14677,18706,170758,108100,13800,NA,NA,NA,NA
70839,14677,56508,NA,NA,NA,NA,NA,NA,NA
70839,14677,15461,17356,20469,NA,NA,NA,NA,NA
70839,14677,15461,17356,NA,NA,NA,NA,NA,NA
70839,14677,18783,11689,cpd:C06314,14293,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,18441,NA,NA,NA,NA
70839,14677,104110,cpd:C00064,cpd:C00025,53978,NA,NA,NA,NA
70839,14677,20779,12387,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,50791,NA,NA,NA,NA,NA
70839,14677,20779,12387,99470,NA,NA,NA,NA,NA
70839,14677,18706,57257,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,18436,NA,NA,NA,NA
